age,Source,Sex,year,n,proportion,label
5,Longline survey,Female,1989,9,0.10227,llsrv
6,Longline survey,Female,1989,9,0.10227,llsrv
7,Longline survey,Female,1989,4,0.04545,llsrv
8,Longline survey,Female,1989,4,0.04545,llsrv
9,Longline survey,Female,1989,3,0.03409,llsrv
10,Longline survey,Female,1989,3,0.03409,llsrv
11,Longline survey,Female,1989,5,0.05682,llsrv
12,Longline survey,Female,1989,10,0.11364,llsrv
13,Longline survey,Female,1989,2,0.02273,llsrv
14,Longline survey,Female,1989,3,0.03409,llsrv
15,Longline survey,Female,1989,4,0.04545,llsrv
16,Longline survey,Female,1989,3,0.03409,llsrv
17,Longline survey,Female,1989,1,0.01136,llsrv
18,Longline survey,Female,1989,1,0.01136,llsrv
19,Longline survey,Female,1989,2,0.02273,llsrv
20,Longline survey,Female,1989,0,0,llsrv
21,Longline survey,Female,1989,2,0.02273,llsrv
22,Longline survey,Female,1989,0,0,llsrv
23,Longline survey,Female,1989,0,0,llsrv
24,Longline survey,Female,1989,0,0,llsrv
25,Longline survey,Female,1989,5,0.05682,llsrv
2,Longline survey,Male,1989,0,0,llsrv
3,Longline survey,Male,1989,4,0.04348,llsrv
4,Longline survey,Male,1989,3,0.03261,llsrv
5,Longline survey,Male,1989,11,0.11957,llsrv
6,Longline survey,Male,1989,8,0.08696,llsrv
7,Longline survey,Male,1989,5,0.05435,llsrv
8,Longline survey,Male,1989,3,0.03261,llsrv
9,Longline survey,Male,1989,1,0.01087,llsrv
10,Longline survey,Male,1989,5,0.05435,llsrv
11,Longline survey,Male,1989,4,0.04348,llsrv
12,Longline survey,Male,1989,6,0.06522,llsrv
13,Longline survey,Male,1989,5,0.05435,llsrv
14,Longline survey,Male,1989,2,0.02174,llsrv
15,Longline survey,Male,1989,2,0.02174,llsrv
16,Longline survey,Male,1989,3,0.03261,llsrv
17,Longline survey,Male,1989,4,0.04348,llsrv
18,Longline survey,Male,1989,0,0,llsrv
19,Longline survey,Male,1989,5,0.05435,llsrv
20,Longline survey,Male,1989,1,0.01087,llsrv
21,Longline survey,Male,1989,1,0.01087,llsrv
22,Longline survey,Male,1989,3,0.03261,llsrv
23,Longline survey,Male,1989,1,0.01087,llsrv
24,Longline survey,Male,1989,0,0,llsrv
25,Longline survey,Male,1989,15,0.16304,llsrv
2,Longline survey,Female,1990,0,0,llsrv
3,Longline survey,Female,1990,0,0,llsrv
4,Longline survey,Female,1990,2,0.02985,llsrv
5,Longline survey,Female,1990,1,0.01493,llsrv
6,Longline survey,Female,1990,2,0.02985,llsrv
7,Longline survey,Female,1990,6,0.08955,llsrv
8,Longline survey,Female,1990,7,0.10448,llsrv
9,Longline survey,Female,1990,9,0.13433,llsrv
10,Longline survey,Female,1990,9,0.13433,llsrv
11,Longline survey,Female,1990,4,0.0597,llsrv
12,Longline survey,Female,1990,5,0.07463,llsrv
13,Longline survey,Female,1990,3,0.04478,llsrv
14,Longline survey,Female,1990,5,0.07463,llsrv
15,Longline survey,Female,1990,4,0.0597,llsrv
16,Longline survey,Female,1990,2,0.02985,llsrv
17,Longline survey,Female,1990,3,0.04478,llsrv
18,Longline survey,Female,1990,1,0.01493,llsrv
19,Longline survey,Female,1990,0,0,llsrv
20,Longline survey,Female,1990,1,0.01493,llsrv
21,Longline survey,Female,1990,0,0,llsrv
22,Longline survey,Female,1990,0,0,llsrv
23,Longline survey,Female,1990,1,0.01493,llsrv
24,Longline survey,Female,1990,0,0,llsrv
25,Longline survey,Female,1990,2,0.02985,llsrv
2,Longline survey,Male,1990,0,0,llsrv
3,Longline survey,Male,1990,0,0,llsrv
4,Longline survey,Male,1990,1,0.01075,llsrv
5,Longline survey,Male,1990,0,0,llsrv
6,Longline survey,Male,1990,5,0.05376,llsrv
7,Longline survey,Male,1990,6,0.06452,llsrv
8,Longline survey,Male,1990,12,0.12903,llsrv
9,Longline survey,Male,1990,7,0.07527,llsrv
10,Longline survey,Male,1990,9,0.09677,llsrv
11,Longline survey,Male,1990,7,0.07527,llsrv
12,Longline survey,Male,1990,5,0.05376,llsrv
13,Longline survey,Male,1990,6,0.06452,llsrv
14,Longline survey,Male,1990,5,0.05376,llsrv
15,Longline survey,Male,1990,2,0.02151,llsrv
16,Longline survey,Male,1990,3,0.03226,llsrv
17,Longline survey,Male,1990,1,0.01075,llsrv
18,Longline survey,Male,1990,5,0.05376,llsrv
19,Longline survey,Male,1990,1,0.01075,llsrv
20,Longline survey,Male,1990,3,0.03226,llsrv
21,Longline survey,Male,1990,0,0,llsrv
22,Longline survey,Male,1990,1,0.01075,llsrv
23,Longline survey,Male,1990,1,0.01075,llsrv
24,Longline survey,Male,1990,3,0.03226,llsrv
25,Longline survey,Male,1990,10,0.10753,llsrv
2,Longline survey,Female,1991,0,0,llsrv
3,Longline survey,Female,1991,6,0.08108,llsrv
4,Longline survey,Female,1991,2,0.02703,llsrv
5,Longline survey,Female,1991,0,0,llsrv
6,Longline survey,Female,1991,7,0.09459,llsrv
7,Longline survey,Female,1991,8,0.10811,llsrv
8,Longline survey,Female,1991,13,0.17568,llsrv
9,Longline survey,Female,1991,8,0.10811,llsrv
10,Longline survey,Female,1991,3,0.04054,llsrv
11,Longline survey,Female,1991,3,0.04054,llsrv
12,Longline survey,Female,1991,3,0.04054,llsrv
13,Longline survey,Female,1991,3,0.04054,llsrv
14,Longline survey,Female,1991,3,0.04054,llsrv
15,Longline survey,Female,1991,4,0.05405,llsrv
16,Longline survey,Female,1991,4,0.05405,llsrv
17,Longline survey,Female,1991,2,0.02703,llsrv
18,Longline survey,Female,1991,3,0.04054,llsrv
19,Longline survey,Female,1991,1,0.01351,llsrv
20,Longline survey,Female,1991,0,0,llsrv
21,Longline survey,Female,1991,0,0,llsrv
22,Longline survey,Female,1991,0,0,llsrv
23,Longline survey,Female,1991,0,0,llsrv
24,Longline survey,Female,1991,0,0,llsrv
25,Longline survey,Female,1991,1,0.01351,llsrv
2,Longline survey,Male,1991,0,0,llsrv
3,Longline survey,Male,1991,1,0.00877,llsrv
4,Longline survey,Male,1991,4,0.03509,llsrv
5,Longline survey,Male,1991,4,0.03509,llsrv
6,Longline survey,Male,1991,3,0.02632,llsrv
7,Longline survey,Male,1991,6,0.05263,llsrv
8,Longline survey,Male,1991,13,0.11404,llsrv
9,Longline survey,Male,1991,14,0.12281,llsrv
10,Longline survey,Male,1991,9,0.07895,llsrv
11,Longline survey,Male,1991,5,0.04386,llsrv
12,Longline survey,Male,1991,9,0.07895,llsrv
13,Longline survey,Male,1991,4,0.03509,llsrv
14,Longline survey,Male,1991,2,0.01754,llsrv
15,Longline survey,Male,1991,7,0.0614,llsrv
16,Longline survey,Male,1991,4,0.03509,llsrv
17,Longline survey,Male,1991,8,0.07018,llsrv
18,Longline survey,Male,1991,2,0.01754,llsrv
19,Longline survey,Male,1991,4,0.03509,llsrv
20,Longline survey,Male,1991,0,0,llsrv
21,Longline survey,Male,1991,1,0.00877,llsrv
22,Longline survey,Male,1991,0,0,llsrv
23,Longline survey,Male,1991,3,0.02632,llsrv
24,Longline survey,Male,1991,2,0.01754,llsrv
25,Longline survey,Male,1991,9,0.07895,llsrv
2,Longline survey,Female,1992,1,0.01316,llsrv
3,Longline survey,Female,1992,6,0.07895,llsrv
4,Longline survey,Female,1992,15,0.19737,llsrv
5,Longline survey,Female,1992,10,0.13158,llsrv
6,Longline survey,Female,1992,8,0.10526,llsrv
7,Longline survey,Female,1992,2,0.02632,llsrv
8,Longline survey,Female,1992,2,0.02632,llsrv
9,Longline survey,Female,1992,4,0.05263,llsrv
10,Longline survey,Female,1992,6,0.07895,llsrv
11,Longline survey,Female,1992,3,0.03947,llsrv
12,Longline survey,Female,1992,1,0.01316,llsrv
13,Longline survey,Female,1992,3,0.03947,llsrv
14,Longline survey,Female,1992,2,0.02632,llsrv
15,Longline survey,Female,1992,1,0.01316,llsrv
16,Longline survey,Female,1992,3,0.03947,llsrv
17,Longline survey,Female,1992,2,0.02632,llsrv
18,Longline survey,Female,1992,2,0.02632,llsrv
19,Longline survey,Female,1992,0,0,llsrv
20,Longline survey,Female,1992,2,0.02632,llsrv
21,Longline survey,Female,1992,2,0.02632,llsrv
22,Longline survey,Female,1992,0,0,llsrv
23,Longline survey,Female,1992,0,0,llsrv
24,Longline survey,Female,1992,0,0,llsrv
25,Longline survey,Female,1992,1,0.01316,llsrv
2,Longline survey,Male,1992,2,0.02198,llsrv
3,Longline survey,Male,1992,5,0.05495,llsrv
4,Longline survey,Male,1992,8,0.08791,llsrv
5,Longline survey,Male,1992,7,0.07692,llsrv
6,Longline survey,Male,1992,3,0.03297,llsrv
7,Longline survey,Male,1992,4,0.04396,llsrv
8,Longline survey,Male,1992,8,0.08791,llsrv
9,Longline survey,Male,1992,6,0.06593,llsrv
10,Longline survey,Male,1992,3,0.03297,llsrv
11,Longline survey,Male,1992,3,0.03297,llsrv
12,Longline survey,Male,1992,5,0.05495,llsrv
13,Longline survey,Male,1992,5,0.05495,llsrv
14,Longline survey,Male,1992,2,0.02198,llsrv
15,Longline survey,Male,1992,5,0.05495,llsrv
16,Longline survey,Male,1992,5,0.05495,llsrv
17,Longline survey,Male,1992,4,0.04396,llsrv
18,Longline survey,Male,1992,1,0.01099,llsrv
19,Longline survey,Male,1992,1,0.01099,llsrv
20,Longline survey,Male,1992,0,0,llsrv
21,Longline survey,Male,1992,2,0.02198,llsrv
22,Longline survey,Male,1992,1,0.01099,llsrv
23,Longline survey,Male,1992,1,0.01099,llsrv
24,Longline survey,Male,1992,0,0,llsrv
25,Longline survey,Male,1992,10,0.10989,llsrv
2,Longline survey,Female,1993,0,0,llsrv
3,Longline survey,Female,1993,2,0.02564,llsrv
4,Longline survey,Female,1993,3,0.03846,llsrv
5,Longline survey,Female,1993,5,0.0641,llsrv
6,Longline survey,Female,1993,11,0.14103,llsrv
7,Longline survey,Female,1993,9,0.11538,llsrv
8,Longline survey,Female,1993,7,0.08974,llsrv
9,Longline survey,Female,1993,8,0.10256,llsrv
10,Longline survey,Female,1993,4,0.05128,llsrv
11,Longline survey,Female,1993,4,0.05128,llsrv
12,Longline survey,Female,1993,3,0.03846,llsrv
13,Longline survey,Female,1993,0,0,llsrv
14,Longline survey,Female,1993,1,0.01282,llsrv
15,Longline survey,Female,1993,3,0.03846,llsrv
16,Longline survey,Female,1993,4,0.05128,llsrv
17,Longline survey,Female,1993,4,0.05128,llsrv
18,Longline survey,Female,1993,4,0.05128,llsrv
19,Longline survey,Female,1993,1,0.01282,llsrv
20,Longline survey,Female,1993,1,0.01282,llsrv
21,Longline survey,Female,1993,2,0.02564,llsrv
22,Longline survey,Female,1993,0,0,llsrv
23,Longline survey,Female,1993,0,0,llsrv
24,Longline survey,Female,1993,0,0,llsrv
25,Longline survey,Female,1993,2,0.02564,llsrv
2,Longline survey,Male,1993,0,0,llsrv
3,Longline survey,Male,1993,5,0.04717,llsrv
4,Longline survey,Male,1993,9,0.08491,llsrv
5,Longline survey,Male,1993,4,0.03774,llsrv
6,Longline survey,Male,1993,16,0.15094,llsrv
7,Longline survey,Male,1993,4,0.03774,llsrv
8,Longline survey,Male,1993,6,0.0566,llsrv
9,Longline survey,Male,1993,6,0.0566,llsrv
10,Longline survey,Male,1993,8,0.07547,llsrv
11,Longline survey,Male,1993,6,0.0566,llsrv
12,Longline survey,Male,1993,3,0.0283,llsrv
13,Longline survey,Male,1993,2,0.01887,llsrv
14,Longline survey,Male,1993,4,0.03774,llsrv
15,Longline survey,Male,1993,3,0.0283,llsrv
16,Longline survey,Male,1993,7,0.06604,llsrv
17,Longline survey,Male,1993,5,0.04717,llsrv
18,Longline survey,Male,1993,1,0.00943,llsrv
19,Longline survey,Male,1993,1,0.00943,llsrv
20,Longline survey,Male,1993,1,0.00943,llsrv
21,Longline survey,Male,1993,1,0.00943,llsrv
22,Longline survey,Male,1993,3,0.0283,llsrv
23,Longline survey,Male,1993,0,0,llsrv
24,Longline survey,Male,1993,0,0,llsrv
25,Longline survey,Male,1993,11,0.10377,llsrv
2,Longline survey,Female,1994,2,0.01493,llsrv
3,Longline survey,Female,1994,7,0.05224,llsrv
4,Longline survey,Female,1994,8,0.0597,llsrv
5,Longline survey,Female,1994,26,0.19403,llsrv
6,Longline survey,Female,1994,29,0.21642,llsrv
7,Longline survey,Female,1994,11,0.08209,llsrv
8,Longline survey,Female,1994,11,0.08209,llsrv
9,Longline survey,Female,1994,8,0.0597,llsrv
10,Longline survey,Female,1994,6,0.04478,llsrv
11,Longline survey,Female,1994,7,0.05224,llsrv
12,Longline survey,Female,1994,3,0.02239,llsrv
13,Longline survey,Female,1994,0,0,llsrv
14,Longline survey,Female,1994,3,0.02239,llsrv
15,Longline survey,Female,1994,0,0,llsrv
16,Longline survey,Female,1994,4,0.02985,llsrv
17,Longline survey,Female,1994,1,0.00746,llsrv
18,Longline survey,Female,1994,2,0.01493,llsrv
19,Longline survey,Female,1994,2,0.01493,llsrv
20,Longline survey,Female,1994,1,0.00746,llsrv
21,Longline survey,Female,1994,1,0.00746,llsrv
22,Longline survey,Female,1994,1,0.00746,llsrv
23,Longline survey,Female,1994,1,0.00746,llsrv
24,Longline survey,Female,1994,0,0,llsrv
25,Longline survey,Female,1994,0,0,llsrv
2,Longline survey,Male,1994,2,0.01333,llsrv
3,Longline survey,Male,1994,2,0.01333,llsrv
4,Longline survey,Male,1994,6,0.04,llsrv
5,Longline survey,Male,1994,14,0.09333,llsrv
6,Longline survey,Male,1994,19,0.12667,llsrv
7,Longline survey,Male,1994,8,0.05333,llsrv
8,Longline survey,Male,1994,8,0.05333,llsrv
9,Longline survey,Male,1994,10,0.06667,llsrv
10,Longline survey,Male,1994,9,0.06,llsrv
11,Longline survey,Male,1994,6,0.04,llsrv
12,Longline survey,Male,1994,7,0.04667,llsrv
13,Longline survey,Male,1994,4,0.02667,llsrv
14,Longline survey,Male,1994,5,0.03333,llsrv
15,Longline survey,Male,1994,1,0.00667,llsrv
16,Longline survey,Male,1994,6,0.04,llsrv
17,Longline survey,Male,1994,2,0.01333,llsrv
18,Longline survey,Male,1994,6,0.04,llsrv
19,Longline survey,Male,1994,6,0.04,llsrv
20,Longline survey,Male,1994,5,0.03333,llsrv
21,Longline survey,Male,1994,3,0.02,llsrv
22,Longline survey,Male,1994,0,0,llsrv
23,Longline survey,Male,1994,2,0.01333,llsrv
24,Longline survey,Male,1994,3,0.02,llsrv
25,Longline survey,Male,1994,16,0.10667,llsrv
2,Longline survey,Female,1995,0,0,llsrv
3,Longline survey,Female,1995,1,0.01149,llsrv
4,Longline survey,Female,1995,2,0.02299,llsrv
5,Longline survey,Female,1995,8,0.09195,llsrv
6,Longline survey,Female,1995,10,0.11494,llsrv
7,Longline survey,Female,1995,20,0.22989,llsrv
8,Longline survey,Female,1995,20,0.22989,llsrv
9,Longline survey,Female,1995,5,0.05747,llsrv
10,Longline survey,Female,1995,5,0.05747,llsrv
11,Longline survey,Female,1995,4,0.04598,llsrv
12,Longline survey,Female,1995,2,0.02299,llsrv
13,Longline survey,Female,1995,2,0.02299,llsrv
14,Longline survey,Female,1995,1,0.01149,llsrv
15,Longline survey,Female,1995,1,0.01149,llsrv
16,Longline survey,Female,1995,0,0,llsrv
17,Longline survey,Female,1995,2,0.02299,llsrv
18,Longline survey,Female,1995,1,0.01149,llsrv
19,Longline survey,Female,1995,1,0.01149,llsrv
20,Longline survey,Female,1995,1,0.01149,llsrv
21,Longline survey,Female,1995,1,0.01149,llsrv
22,Longline survey,Female,1995,0,0,llsrv
23,Longline survey,Female,1995,0,0,llsrv
24,Longline survey,Female,1995,0,0,llsrv
25,Longline survey,Female,1995,0,0,llsrv
2,Longline survey,Male,1995,1,0.00901,llsrv
3,Longline survey,Male,1995,1,0.00901,llsrv
4,Longline survey,Male,1995,3,0.02703,llsrv
5,Longline survey,Male,1995,6,0.05405,llsrv
6,Longline survey,Male,1995,7,0.06306,llsrv
7,Longline survey,Male,1995,19,0.17117,llsrv
8,Longline survey,Male,1995,12,0.10811,llsrv
9,Longline survey,Male,1995,8,0.07207,llsrv
10,Longline survey,Male,1995,2,0.01802,llsrv
11,Longline survey,Male,1995,4,0.03604,llsrv
12,Longline survey,Male,1995,3,0.02703,llsrv
13,Longline survey,Male,1995,3,0.02703,llsrv
14,Longline survey,Male,1995,4,0.03604,llsrv
15,Longline survey,Male,1995,3,0.02703,llsrv
16,Longline survey,Male,1995,3,0.02703,llsrv
17,Longline survey,Male,1995,3,0.02703,llsrv
18,Longline survey,Male,1995,4,0.03604,llsrv
19,Longline survey,Male,1995,3,0.02703,llsrv
20,Longline survey,Male,1995,2,0.01802,llsrv
21,Longline survey,Male,1995,1,0.00901,llsrv
22,Longline survey,Male,1995,4,0.03604,llsrv
23,Longline survey,Male,1995,2,0.01802,llsrv
24,Longline survey,Male,1995,0,0,llsrv
25,Longline survey,Male,1995,13,0.11712,llsrv
2,Longline survey,Female,1996,4,0.0625,llsrv
3,Longline survey,Female,1996,7,0.10938,llsrv
4,Longline survey,Female,1996,3,0.04688,llsrv
5,Longline survey,Female,1996,4,0.0625,llsrv
6,Longline survey,Female,1996,1,0.01562,llsrv
7,Longline survey,Female,1996,9,0.14062,llsrv
8,Longline survey,Female,1996,11,0.17188,llsrv
9,Longline survey,Female,1996,6,0.09375,llsrv
10,Longline survey,Female,1996,5,0.07812,llsrv
11,Longline survey,Female,1996,2,0.03125,llsrv
12,Longline survey,Female,1996,0,0,llsrv
13,Longline survey,Female,1996,2,0.03125,llsrv
14,Longline survey,Female,1996,2,0.03125,llsrv
15,Longline survey,Female,1996,3,0.04688,llsrv
16,Longline survey,Female,1996,0,0,llsrv
17,Longline survey,Female,1996,1,0.01562,llsrv
18,Longline survey,Female,1996,0,0,llsrv
19,Longline survey,Female,1996,1,0.01562,llsrv
20,Longline survey,Female,1996,2,0.03125,llsrv
21,Longline survey,Female,1996,0,0,llsrv
22,Longline survey,Female,1996,0,0,llsrv
23,Longline survey,Female,1996,0,0,llsrv
24,Longline survey,Female,1996,0,0,llsrv
25,Longline survey,Female,1996,1,0.01562,llsrv
2,Longline survey,Male,1996,4,0.03008,llsrv
3,Longline survey,Male,1996,6,0.04511,llsrv
4,Longline survey,Male,1996,2,0.01504,llsrv
5,Longline survey,Male,1996,6,0.04511,llsrv
6,Longline survey,Male,1996,5,0.03759,llsrv
7,Longline survey,Male,1996,18,0.13534,llsrv
8,Longline survey,Male,1996,8,0.06015,llsrv
9,Longline survey,Male,1996,14,0.10526,llsrv
10,Longline survey,Male,1996,2,0.01504,llsrv
11,Longline survey,Male,1996,4,0.03008,llsrv
12,Longline survey,Male,1996,6,0.04511,llsrv
13,Longline survey,Male,1996,7,0.05263,llsrv
14,Longline survey,Male,1996,5,0.03759,llsrv
15,Longline survey,Male,1996,2,0.01504,llsrv
16,Longline survey,Male,1996,4,0.03008,llsrv
17,Longline survey,Male,1996,1,0.00752,llsrv
18,Longline survey,Male,1996,5,0.03759,llsrv
19,Longline survey,Male,1996,5,0.03759,llsrv
20,Longline survey,Male,1996,3,0.02256,llsrv
21,Longline survey,Male,1996,3,0.02256,llsrv
22,Longline survey,Male,1996,6,0.04511,llsrv
23,Longline survey,Male,1996,3,0.02256,llsrv
24,Longline survey,Male,1996,1,0.00752,llsrv
25,Longline survey,Male,1996,13,0.09774,llsrv
2,Longline survey,Female,1997,3,0.02013,llsrv
3,Longline survey,Female,1997,9,0.0604,llsrv
4,Longline survey,Female,1997,12,0.08054,llsrv
5,Longline survey,Female,1997,19,0.12752,llsrv
6,Longline survey,Female,1997,10,0.06711,llsrv
7,Longline survey,Female,1997,19,0.12752,llsrv
8,Longline survey,Female,1997,24,0.16107,llsrv
9,Longline survey,Female,1997,9,0.0604,llsrv
10,Longline survey,Female,1997,7,0.04698,llsrv
11,Longline survey,Female,1997,12,0.08054,llsrv
12,Longline survey,Female,1997,1,0.00671,llsrv
13,Longline survey,Female,1997,3,0.02013,llsrv
14,Longline survey,Female,1997,2,0.01342,llsrv
15,Longline survey,Female,1997,2,0.01342,llsrv
16,Longline survey,Female,1997,0,0,llsrv
17,Longline survey,Female,1997,2,0.01342,llsrv
18,Longline survey,Female,1997,3,0.02013,llsrv
19,Longline survey,Female,1997,2,0.01342,llsrv
20,Longline survey,Female,1997,4,0.02685,llsrv
21,Longline survey,Female,1997,2,0.01342,llsrv
22,Longline survey,Female,1997,1,0.00671,llsrv
23,Longline survey,Female,1997,0,0,llsrv
24,Longline survey,Female,1997,1,0.00671,llsrv
25,Longline survey,Female,1997,2,0.01342,llsrv
2,Longline survey,Male,1997,2,0.01198,llsrv
3,Longline survey,Male,1997,16,0.09581,llsrv
4,Longline survey,Male,1997,19,0.11377,llsrv
5,Longline survey,Male,1997,11,0.06587,llsrv
6,Longline survey,Male,1997,17,0.1018,llsrv
7,Longline survey,Male,1997,16,0.09581,llsrv
8,Longline survey,Male,1997,11,0.06587,llsrv
9,Longline survey,Male,1997,16,0.09581,llsrv
10,Longline survey,Male,1997,9,0.05389,llsrv
11,Longline survey,Male,1997,7,0.04192,llsrv
12,Longline survey,Male,1997,4,0.02395,llsrv
13,Longline survey,Male,1997,5,0.02994,llsrv
14,Longline survey,Male,1997,1,0.00599,llsrv
15,Longline survey,Male,1997,3,0.01796,llsrv
16,Longline survey,Male,1997,2,0.01198,llsrv
17,Longline survey,Male,1997,2,0.01198,llsrv
18,Longline survey,Male,1997,4,0.02395,llsrv
19,Longline survey,Male,1997,3,0.01796,llsrv
20,Longline survey,Male,1997,2,0.01198,llsrv
21,Longline survey,Male,1997,4,0.02395,llsrv
22,Longline survey,Male,1997,2,0.01198,llsrv
23,Longline survey,Male,1997,1,0.00599,llsrv
24,Longline survey,Male,1997,2,0.01198,llsrv
25,Longline survey,Male,1997,8,0.0479,llsrv
2,Longline survey,Female,1998,0,0,llsrv
3,Longline survey,Female,1998,2,0.01653,llsrv
4,Longline survey,Female,1998,17,0.1405,llsrv
5,Longline survey,Female,1998,26,0.21488,llsrv
6,Longline survey,Female,1998,35,0.28926,llsrv
7,Longline survey,Female,1998,11,0.09091,llsrv
8,Longline survey,Female,1998,11,0.09091,llsrv
9,Longline survey,Female,1998,4,0.03306,llsrv
10,Longline survey,Female,1998,3,0.02479,llsrv
11,Longline survey,Female,1998,1,0.00826,llsrv
12,Longline survey,Female,1998,2,0.01653,llsrv
13,Longline survey,Female,1998,0,0,llsrv
14,Longline survey,Female,1998,1,0.00826,llsrv
15,Longline survey,Female,1998,1,0.00826,llsrv
16,Longline survey,Female,1998,0,0,llsrv
17,Longline survey,Female,1998,1,0.00826,llsrv
18,Longline survey,Female,1998,1,0.00826,llsrv
19,Longline survey,Female,1998,1,0.00826,llsrv
20,Longline survey,Female,1998,1,0.00826,llsrv
21,Longline survey,Female,1998,1,0.00826,llsrv
22,Longline survey,Female,1998,0,0,llsrv
23,Longline survey,Female,1998,1,0.00826,llsrv
24,Longline survey,Female,1998,0,0,llsrv
25,Longline survey,Female,1998,1,0.00826,llsrv
2,Longline survey,Male,1998,2,0.01307,llsrv
3,Longline survey,Male,1998,6,0.03922,llsrv
4,Longline survey,Male,1998,18,0.11765,llsrv
5,Longline survey,Male,1998,21,0.13725,llsrv
6,Longline survey,Male,1998,16,0.10458,llsrv
7,Longline survey,Male,1998,11,0.0719,llsrv
8,Longline survey,Male,1998,18,0.11765,llsrv
9,Longline survey,Male,1998,11,0.0719,llsrv
10,Longline survey,Male,1998,12,0.07843,llsrv
11,Longline survey,Male,1998,5,0.03268,llsrv
12,Longline survey,Male,1998,1,0.00654,llsrv
13,Longline survey,Male,1998,2,0.01307,llsrv
14,Longline survey,Male,1998,3,0.01961,llsrv
15,Longline survey,Male,1998,3,0.01961,llsrv
16,Longline survey,Male,1998,0,0,llsrv
17,Longline survey,Male,1998,1,0.00654,llsrv
18,Longline survey,Male,1998,2,0.01307,llsrv
19,Longline survey,Male,1998,4,0.02614,llsrv
20,Longline survey,Male,1998,0,0,llsrv
21,Longline survey,Male,1998,2,0.01307,llsrv
22,Longline survey,Male,1998,3,0.01961,llsrv
23,Longline survey,Male,1998,3,0.01961,llsrv
24,Longline survey,Male,1998,0,0,llsrv
25,Longline survey,Male,1998,9,0.05882,llsrv
2,Longline survey,Female,1999,68,0.20482,llsrv
3,Longline survey,Female,1999,51,0.15361,llsrv
4,Longline survey,Female,1999,81,0.24398,llsrv
5,Longline survey,Female,1999,53,0.15964,llsrv
6,Longline survey,Female,1999,27,0.08133,llsrv
7,Longline survey,Female,1999,17,0.0512,llsrv
8,Longline survey,Female,1999,11,0.03313,llsrv
9,Longline survey,Female,1999,7,0.02108,llsrv
10,Longline survey,Female,1999,2,0.00602,llsrv
11,Longline survey,Female,1999,4,0.01205,llsrv
12,Longline survey,Female,1999,2,0.00602,llsrv
13,Longline survey,Female,1999,0,0,llsrv
14,Longline survey,Female,1999,0,0,llsrv
15,Longline survey,Female,1999,3,0.00904,llsrv
16,Longline survey,Female,1999,0,0,llsrv
17,Longline survey,Female,1999,1,0.00301,llsrv
18,Longline survey,Female,1999,0,0,llsrv
19,Longline survey,Female,1999,1,0.00301,llsrv
20,Longline survey,Female,1999,1,0.00301,llsrv
21,Longline survey,Female,1999,1,0.00301,llsrv
22,Longline survey,Female,1999,0,0,llsrv
23,Longline survey,Female,1999,2,0.00602,llsrv
24,Longline survey,Female,1999,0,0,llsrv
25,Longline survey,Female,1999,0,0,llsrv
2,Longline survey,Male,1999,38,0.14126,llsrv
3,Longline survey,Male,1999,32,0.11896,llsrv
4,Longline survey,Male,1999,75,0.27881,llsrv
5,Longline survey,Male,1999,32,0.11896,llsrv
6,Longline survey,Male,1999,12,0.04461,llsrv
7,Longline survey,Male,1999,15,0.05576,llsrv
8,Longline survey,Male,1999,10,0.03717,llsrv
9,Longline survey,Male,1999,8,0.02974,llsrv
10,Longline survey,Male,1999,2,0.00743,llsrv
11,Longline survey,Male,1999,3,0.01115,llsrv
12,Longline survey,Male,1999,4,0.01487,llsrv
13,Longline survey,Male,1999,2,0.00743,llsrv
14,Longline survey,Male,1999,1,0.0037200000000000002,llsrv
15,Longline survey,Male,1999,4,0.01487,llsrv
16,Longline survey,Male,1999,1,0.0037200000000000002,llsrv
17,Longline survey,Male,1999,0,0,llsrv
18,Longline survey,Male,1999,3,0.01115,llsrv
19,Longline survey,Male,1999,4,0.01487,llsrv
20,Longline survey,Male,1999,5,0.01859,llsrv
21,Longline survey,Male,1999,2,0.00743,llsrv
22,Longline survey,Male,1999,3,0.01115,llsrv
23,Longline survey,Male,1999,1,0.0037200000000000002,llsrv
24,Longline survey,Male,1999,2,0.00743,llsrv
25,Longline survey,Male,1999,10,0.03717,llsrv
2,Longline survey,Female,2000,2,0.00957,llsrv
3,Longline survey,Female,2000,17,0.08134,llsrv
4,Longline survey,Female,2000,21,0.10048,llsrv
5,Longline survey,Female,2000,25,0.11962,llsrv
6,Longline survey,Female,2000,35,0.16746,llsrv
7,Longline survey,Female,2000,51,0.24402,llsrv
8,Longline survey,Female,2000,29,0.13876,llsrv
9,Longline survey,Female,2000,2,0.00957,llsrv
10,Longline survey,Female,2000,8,0.03828,llsrv
11,Longline survey,Female,2000,4,0.01914,llsrv
12,Longline survey,Female,2000,1,0.00478,llsrv
13,Longline survey,Female,2000,5,0.02392,llsrv
14,Longline survey,Female,2000,2,0.00957,llsrv
15,Longline survey,Female,2000,0,0,llsrv
16,Longline survey,Female,2000,0,0,llsrv
17,Longline survey,Female,2000,0,0,llsrv
18,Longline survey,Female,2000,2,0.00957,llsrv
19,Longline survey,Female,2000,0,0,llsrv
20,Longline survey,Female,2000,1,0.00478,llsrv
21,Longline survey,Female,2000,1,0.00478,llsrv
22,Longline survey,Female,2000,2,0.00957,llsrv
23,Longline survey,Female,2000,0,0,llsrv
